PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Khan, Ghazan; Bueff, Andreas; Mihov, Ivan; Tessema, Nati; Garrido, Javier; Russel, Chris; Parnia, Arash								Development of Transportation Asset Management and Data Collection System (TAMS) using Mobile Applications								Procedia Engineering				161				1180	1186		10.1016/j.proeng.2016.08.536			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	0							WOS:000387566500182		
J	Grecea, Carmen; Herban, Sorin; Vilceanu, Clara-Beatrice								WebGIS Solution for Urban Planning Strategies								Procedia Engineering				161				1625	1630		10.1016/j.proeng.2016.08.637			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	1							WOS:000387566500251		
J	Inostroza, Luis								Measuring Urban Informality in Latin America. GIS Spatial Assessment of Informal Urban Development in Santiago De Chile								Procedia Engineering				161				1631	1638		10.1016/j.proeng.2016.08.638			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	1							WOS:000387566500252		
J	Zelenakova, Martina; Ganova, Lenka; Purcz, Pavol; Blist'an, Peter								Management of Risk from Flash Floods in The South-Eastern Slovakia								Procedia Engineering				161				1796	1800		10.1016/j.proeng.2016.08.781			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	0							WOS:000387566500278		
J	Gabor, Emil Cristian; David, Ioan; Stefanescu, Camelia								Accuracy Assessment of Very High-Resolution Multispectral Images Derived Data for River Flow Modelling								Procedia Engineering				161				1949	1956		10.1016/j.proeng.2016.08.785			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	0							WOS:000387566500304		
J	Cieslak, Iwona; Szuniewicz, Karol; Czyza, Szymon								Analysis of the Variation of the Areas Under Urbanization Pressure Using Entropy Index								Procedia Engineering				161				2001	2005		10.1016/j.proeng.2016.08.793			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	0							WOS:000387566500312		
J	Cieslak, Iwona; Szuniewicz, Karol; Templin, Tomasz; Czyza, Szymon								Use of Ant Algorithms to Optimize Pedestrian Communication Routes with The Application of GIS Tools: A Case Study of Olsztyn								Procedia Engineering				161				2006	2010		10.1016/j.proeng.2016.08.794			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	0							WOS:000387566500313		
J	Inostroza, Luis; Helena Tabbita, Julia								Informal Urban Development in the Greater Buenos Aires Area: A Quantitative-Spatial Assessment Based On Households' Physical Features Using GIS and Principal Component Analysis								Procedia Engineering				161				2138	2146		10.1016/j.proeng.2016.08.806			2016	2016						World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium (WMCAUS)	JUN 13-17, 2016		Prague, CZECH REPUBLIC	3							WOS:000387566500336		
J	Bukova, Maria; Bondal, Andrey; Skvortsova, Olga; Nikonova, Olga; Kholodiakov, Artem; Guseva, Inna; Makarova, Tatiana; Mirschel, Wilfried								Reclamation of the illegal dump for sustainable development the environment in Sverdlovo of Leningrad Oblast', Russia								MATEC Web of Conferences				73						UNSP 03002	10.1051/matecconf/20167303002			2016	2016						15th International Conference on Topical Problems of Architecture, Civil Engineering, Energy Efficiency and Ecology (TPACEE)	APR 27-29, 2016		Tyumen State Univ Architecture & Civil Engn, Tyumen, RUSSIA	0							WOS:000387541900057		
J	Terleev, Vitaly; Petrovskaia, Ekaterina; Nikonorov, Aleksandr; Badenko, Vladimir; Volkova, Yulia; Pavlov, Sergey; Semenova, Natalia; Moiseev, Kirill; Topaj, Alex; Mirschel, Wilfried								Mathematical Modeling the Hydrological Properties of Soil for Practical Use in the Land Ecological Management								MATEC Web of Conferences				73						UNSP 03001	10.1051/matecconf/20167303001			2016	2016						15th International Conference on Topical Problems of Architecture, Civil Engineering, Energy Efficiency and Ecology (TPACEE)	APR 27-29, 2016		Tyumen State Univ Architecture & Civil Engn, Tyumen, RUSSIA	10							WOS:000387541900056		
J	Usoltceva, Marina; Volkova, Yulia; Radchenko, Artyom; Guseva, Inna; Makarova, Tatiana; Garmanov, Vitaly; Wenkel, Karl-Otto								Assessment of Natural Resource Potential of a Territory for Planning of Investment Development and Construction in Suburban Areas								MATEC Web of Conferences				73						UNSP 03004	10.1051/matecconf/20167303004			2016	2016						15th International Conference on Topical Problems of Architecture, Civil Engineering, Energy Efficiency and Ecology (TPACEE)	APR 27-29, 2016		Tyumen State Univ Architecture & Civil Engn, Tyumen, RUSSIA	0							WOS:000387541900059		
J	Ghosh, Sandipan								Present Geomorphic Categorization of Alluvial Channel Reaches Using Channel Dimensions and Geomatics in the Damodar River of West Bengal, India								Springer Geography								43	64		10.1007/978-3-319-26443-1_4			2016	2016										0							WOS:000370531900006		
J	Aktas, Ahmet; Kabak, Mehmet								A model proposal for locating wind turbines								Procedia Computer Science				102				426	433		10.1016/j.procs.2016.09.422			2016	2016						12th International Conference on Application of Fuzzy Systems and Soft Computing (ICAFS)	AUG 29-30, 2016	Azerbaijan Assoc Zadehs Legacy & Artificial Intelligence; Azerbaijan State Oil & Ind Univ; Berkeley Initiative Soft Comp; Georgia State Univ; Near E Univ; TOBB Econ & Technol Univ; Univ Alberta; Univ Siegen; Univ Texas; Univ Toronto	Vienna, AUSTRIA	1							WOS:000387583800065		
J	Sturari, Mirco; Catani, Ludovico; Mancini, Adriano; Frontoni, Emanuele			IEEE					An integrated mobility system using real-time data for traffic simulation								2016 12TH IEEE/ASME INTERNATIONAL CONFERENCE ON MECHATRONIC AND EMBEDDED SYSTEMS AND APPLICATIONS (MESA)														2016	2016						12th IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications (MESA)	AUG 29-31, 2016	IEEE; IEEE Intelligent Transportat Syst Soc; ASME Div Design Engn; Univ Auckland	Auckland, NEW ZEALAND	0							WOS:000387154700032		
J	Thomas, Lijo; Panicker, Senju Thomas; Daniel, Jerry J.; Tony, Tilty			IEEE					DSRC Based Collision Warning For Vehicles At Intersections								International Conference on Advanced Computing and Communication Systems														2016	2016						3rd International Conference on Advanced Computing and Communication Systems (ICACCS)	JAN 22-23, 2016		Sri Eswar Coll Engn, Chennai, INDIA	0							WOS:000386953800010		
J	Sulianta, Feri; Rosita, Ai; Laksana, Eka Angga			IEEE					Integrated Model Development of Horticulture and Forecast Commodity using Web Based Geographic Information System and SMS Gateway Technology								2016 4TH INTERNATIONAL CONFERENCE ON CYBER AND IT SERVICE MANAGEMENT								10	14					2016	2016						4th International Conference on Cyber and IT Service Management	APR 26-27, 2016	State Islamic Univ Bandung; IEEE Indonesia Sect; Univ Islam Negeri	Bandung, INDONESIA	0							WOS:000387182400003		
J	Cheng, Juan; Sun, Lu								Design of Intelligent Transportation Inquiry System Based on MapX in the Environment of VC plus								MATEC Web of Conferences				81						UNSP 03004	10.1051/matecconf/20168103004			2016	2016						5th International Conference on Transportation and Traffic Engineering (ICTTE)	JUL 06-10, 2016		Univ Lucerne, Lucerne, SWITZERLAND	0							WOS:000387184100034		
J	Saidallah, Mustapha; El Fergougui, Abdeslam; Elalaoui, Abdelbaki Elbelrhiti								A Comparative Study of Urban Road Traffic Simulators								MATEC Web of Conferences				81						UNSP 05002	10.1051/matecconf/20168105002			2016	2016						5th International Conference on Transportation and Traffic Engineering (ICTTE)	JUL 06-10, 2016		Univ Lucerne, Lucerne, SWITZERLAND	0							WOS:000387184100055		
J	Zubair, Salman; Ghazal, Lubna								Evaluating the Road Safety Design through High Resolution Satellite Image: A Case Study of Karachi Metropolitan								MATEC Web of Conferences				81						UNSP 02022	10.1051/matecconf/20168102022			2016	2016						5th International Conference on Transportation and Traffic Engineering (ICTTE)	JUL 06-10, 2016		Univ Lucerne, Lucerne, SWITZERLAND	0							WOS:000387184100030		
J	Hasicic, Mehrija; Bilic, Damir; Siljak, Harun								Sensor Fusion for Solar Car Route Optimization								Mediterranean Conference on Embedded Computing								456	459					2016	2016						5th Mediterranean Conference on Embedded Computing (MECO)	JUN 12-16, 2016	IEEE; EUROMICRO; MANT; Univ Montenegro, Fac Elect Engn; Ryazan State Radio Engn Univ; Eindhoven Tech Univ; Minist Sci Montenegro; Cikom Co; IEEE Adv Technol Human; Univ Crne Gore; BioEMIS; Plantaze; FER	Bar, MONTENEGRO	0							WOS:000387159800112		
J	Taganov, Aleksandr; Kolesenkov, Aleksandr; Babaev, Sergey								Ecological Monitoring of Dangerous Objects on the Basis of Vegetation Indexing and Evolutionary Approach								Mediterranean Conference on Embedded Computing								468	472					2016	2016						5th Mediterranean Conference on Embedded Computing (MECO)	JUN 12-16, 2016	IEEE; EUROMICRO; MANT; Univ Montenegro, Fac Elect Engn; Ryazan State Radio Engn Univ; Eindhoven Tech Univ; Minist Sci Montenegro; Cikom Co; IEEE Adv Technol Human; Univ Crne Gore; BioEMIS; Plantaze; FER	Bar, MONTENEGRO	4							WOS:000387159800115		
J	Chen Yabin; Ni Binbin			IEEE					Analysis on lightning impulse test and breakdown reasons of offshore substation GIS								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500239		
J	Feng, Biao; Xu, Jianyuan; Hao, Sha			IEEE					Research the Effect of UHV GIS Disconnector Contact Shape on the Multi-restrike								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500420		
J	Li Li; Xu Yao-qiang; Wang Xing-zhi; Wang Kai			IEEE					Study on analysis and decision support system of power grid operation considering meteorological environment based on big data and GIS								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500129		
J	Li, Xi; Wang, Xiaohua; Rong, Mingzhe; Xie, Dingli; Yin, Nan; Fu, Yuwei; Gao, Qingqing			IEEE					Comparison of Different Time-frequency Analysis Methods for Sparse Representation of PD-induced UHF Signal								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500006		
J	Li Xueliang; Wu Jian; Wu Kuihua; Yang Bo			IEEE					Study of Power Grid Planning Integrated Information Platform Based on Big-Data Technology								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500182		
J	Liu Huibin; Qian Wenxiao; Yang Qianqian; Li Tianye; Li Xiu			IEEE					Research on the Short-term Prediction Model of Wind Power Generation Based on GIS								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Soc; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500121		
J	Liu ZhiHong; Zhang Bo; Zhang RuiPeng; Li YongGang; Zhao FengQing			IEEE					Multilevel model view generation method for distribution network integrating with macro and micro vision								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500322		
J	Lu, Yinhua; Lin, Xin; Hao, Sha			IEEE					Research on Fault Detection Method of Grounding Grids Based on Surface Potential Distribution								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500386		
J	Tao Shiyang; Cheng Xu; Duan Dapeng; Ye Huisheng; Bi Jiangang; Feng Yi; Zhang Tianchen; Li Wei			IEEE					A Study on UHF Partial Discharge Online Monitoring System Verification Methods								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500138		
J	Tao Shiyang; Cheng Xu; Wang Wenshan; Ma Mengchao; Duan Dapeng; Ren Zhigang; Wu Linlin; Zhang Tianchen			IEEE					An Empirical Study on the Sensing Characteristics of 1100kVGIS UHF Online Monitoring Instruments								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500139		
J	Wan, Siwei; Wei, Dongliang; Li, Haitao; Wang, Zhi; Sheng, Yida; Wang, Chaoming; Ma, Chunsheng			IEEE					A Novel Hybrid Analytical and Numerical Algorithm for Solving the Circulating Current in Enclosure of GIS Based on the Loop Current Method								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500391		
J	Wang, Chuanning; Liu, Baowen; Xu, Honghua; Jin, Jiping; Ma, Hongzhong			IEEE					Novel Method for Partial Discharge Detection in Gas Insulated Substation								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Soc; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500342		
J	Wang Sheng; Wu Fuping; Zhong Jiahua			IEEE					Construction of High-reliability distribution network of Urban Demonstration in Chongqing								China International Conference on Electricity Distribution														2016	2016						China International Conference on Electricity Distribution (CICED)	AUG 10-13, 2016	CIRED Chinese Natl Comm; State Grid Corp China; IEEE Power & Energy Scoiety; Int Council Large Elect Syst; Inst Engn & Technol; Xian Jiaotong Univ	Xian, PEOPLES R CHINA	0							WOS:000387139500459		
