PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Borrelli, Pasquale; Robinson, David A.; Fleischer, Larissa R.; Lugato, Emanuele; Ballabio, Cristiano; Alewell, Christine; Meusburger, Katrin; Modugno, Sirio; Schuett, Brigitta; Ferro, Vito; Bagarello, Vincenzo; Van Oost, Kristof; Montanarella, Luca; Panagos, Panos								An assessment of the global impact of 21st century land use change on soil erosion								NATURE COMMUNICATIONS				8						2013	10.1038/s41467-017-02142-7			DEC 8 2017	2017										2							WOS:000417467100023		
J	Ibanez-Justicia, A.; Gloria-Soria, A.; den Hartog, W.; Dik, M.; Jacobs, F.; Stroo, A.								The first detected airline introductions of yellow fever mosquitoes (Aedes aegypti) to Europe, at Schiphol International airport, the Netherlands								PARASITES & VECTORS				10						603	10.1186/s13071-017-2555-0			DEC 8 2017	2017										0							WOS:000417502800002		
J	Takarada, Shinji								The Volcanic Hazards Assessment Support System for the Online Hazard Assessment and Risk Mitigation of Quaternary Volcanoes in the World								FRONTIERS IN EARTH SCIENCE				5						UNSP 102	10.3389/feart.2017.00102			DEC 6 2017	2017										0							WOS:000419450600001		
J	Brown, Jason L.; Bennett, Joseph R.; French, Connor M.								SDMtoolbox 2.0: the next generation Python-based GIS toolkit for landscape genetic, biogeographic and species distribution model analyses								PEERJ				5						e4095	10.7717/peerj.4095			DEC 5 2017	2017										0							WOS:000417100100002		
J	Gleason, Jessie A.; Ross, Kathleen M.; Greeley, Rebecca D.								Analysis of population-level determinants of legionellosis: spatial and geovisual methods for enhancing classification of high-risk areas								INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS				16						45	10.1186/s12942-017-0118-4			DEC 2 2017	2017										0							WOS:000416970900001		
J	Calinao, Bernardita; Rusin, Marie								A Macroscale Approach Using Open Source Data, an Automated Rule-based Rating System, and GIS to Assess Sidewalk Quality in Manhattan, New York								JOURNAL OF TRANSPORT & HEALTH				7				S42	S43		10.1016/j.jth.2017.11.070			DEC 2017	2017										0							WOS:000429496300063		
J	Ference, Benjamin; Allan, Vlair								GIS Mapping to Increase Knowledge								JOURNAL OF TRANSPORT & HEALTH				7				S63	S63		10.1016/j.jth.2017.11.102			DEC 2017	2017										0							WOS:000429496300095		
J	Wang, Jiachen; Ding, Weidong; Yan, Jiaqi; Wang, Yanan; Wang, Yongsheng; Li, Zhichuang; Li, Guojun								Decomposition Characteristics of SF6 under Overheating Conditions								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				24	6			3405	3415		10.1109/TDEI.2017.006572			DEC 2017	2017										0							WOS:000427640200014		
J	Xu, Yang; Cheng, Jiangrong; Liu, Weidong; Gao, Wensheng								Evaluation of the UHF Method based on the Investigation of a Partial Discharge Case in Post Insulators								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				24	6			3669	3676		10.1109/TDEI.2017.006779			DEC 2017	2017										0							WOS:000427640200042		
J	Han, Xutao; Li, Junhao; Zhang, Liang; Liu, Zehui								Partial Discharge Characteristics of Metallic Protrusion in GIS under Different Lightning Impulse Voltage Waveforms Based on UHF Method								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				24	6			3722	3729		10.1109/TDEI.2017.006839			DEC 2017	2017										0							WOS:000427640200048		
J	Mohamad, A.; Chen, G.; Chen, Q.								Investigation of Plasma-enhanced-fluorination Treatment on Epoxy Resins for High-voltage DC Applications								IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION				24	6			3786	3793		10.1109/TDEI.2017.006767			DEC 2017	2017										0							WOS:000427640200054		
J	Natalia, Akinina, V; Vladimir, Psoyants G.; Aleksandr, Kolesenkov N.; Aleksandr, Taganov, I								Theory and practice of using fuzzy Petri nets for monitoring environmental risks								VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-UPRAVLENIE VYCHISLITELNAJA TEHNIKA I INFORMATIKA-TOMSK STATE UNIVERSITY JOURNAL OF CONTROL AND COMPUTER SCIENCE					41			4	11		10.17223/19988605/41/1			DEC 2017	2017										0							WOS:000427465100001		
J	Liu, Xinzhu; Shiotani, Shigeaki								A virtual globe-based visualization and interactive framework for a small craft navigation assistance system in the near sea								JOURNAL OF TRAFFIC AND TRANSPORTATION ENGINEERING-ENGLISH EDITION				4	6			564	575		10.1016/j.jtte.2016.03.011			DEC 2017	2017										0							WOS:000426992500006		
J	Chernen'kova, T. V.; Morozova, O. V.								Classification and Mapping of Coenotic Diversity of Forests								CONTEMPORARY PROBLEMS OF ECOLOGY				10	7			738	747		10.1134/S1995425517070034			DEC 2017	2017										0							WOS:000426364600003		
J	Kursah, Matthew Biniyam								Modelling malaria susceptibility using geographic information system								GEOJOURNAL				82	6			1101	1111		10.1007/s10708-016-9732-0			DEC 2017	2017										0							WOS:000426373700002		
J	Korah, Prosper Issahaku; Cobbinah, Patrick Brandful								Juggling through Ghanaian urbanisation: flood hazard mapping of Kumasi								GEOJOURNAL				82	6			1195	1212		10.1007/s10708-016-9746-7			DEC 2017	2017										1							WOS:000426373700008		
J	Smith, W. Benjamin; Miller, Gretchen R.; Sheng, Zhuping								Assessing aquifer storage and recovery feasibility in the Gulf Coastal Plains of Texas								JOURNAL OF HYDROLOGY-REGIONAL STUDIES				14				92	108		10.1016/j.ejrh.2017.10.007			DEC 2017	2017										0							WOS:000426118300008		
J	Rozenfeld, S. B.; Soloviev, M. Yu.; Kirtaev, G. V.; Rogova, N. V.; Ivanov, M. N.								Estimation of the Spatial and Habitat Distribution of Anseriformes in the Yamal-Nenets and Khanty-Mansi Autonomous Regions (Experience from the Use of Ultralight Aircrafts)								BIOLOGY BULLETIN				44	8			960	979		10.1134/S1062359017080143			DEC 2017	2017										0							WOS:000426105900013		
J	Mesgari, Iman; Jabalameli, Mohammad Saeed								Modeling the spatial distribution of crop cultivated areas at a large regional scale combining system dynamics and a modified Dyna-CLUE: A case from Iran								SPANISH JOURNAL OF AGRICULTURAL RESEARCH				15	4					e0211	10.5424/sjar/2017154-10630			DEC 2017	2017										0							WOS:000425948400004		
J	Sisiopiku, Virginia P.; Rostami-Hosuri, Shaghayegh								Congestion Quantification Using the National Performance Management Research Data Set								DATA				2	4					39	10.3390/data2040039			DEC 2017	2017										0							WOS:000424475500008		
J	Athanassiadis, Dimitris; Nordfjell, Tomas								Regional GIS-based evaluation of the potential and supply costs of forest biomass in Sweden								FRONTIERS OF AGRICULTURAL SCIENCE AND ENGINEERING				4	4			493	501		10.15302/J-FASE-2017179			DEC 2017	2017										0							WOS:000424570400014		
J	Bo, Chunming; Xu, Hengzhou; Liu, Yong								Examination of the Relationships between Urban Form and Urban Public Services Expenditure in China								ADMINISTRATIVE SCIENCES				7	4					UNSP 39	10.3390/admsci7040039			DEC 2017	2017										0							WOS:000424471900006		
J	Dayer, Ehsan; Pazira, Ebrahim; Kashkuli, Heydar Ali; Sedghi, Hossein								Changing Furrow Irrigation to Increase Efficiency and Feasibility Study of Reusing Surface Runoff								CIVIL ENGINEERING JOURNAL-TEHRAN				3	12			1278	1287		10.28991/cej-030957			DEC 2017	2017										0							WOS:000424521400009		
J	Gharib, M.; Motamedvaziri, B.; Ghermezcheshmeh, B.; Ahmadi, H.								Calculation of the Spatial Flooding Intensity with Unit Flood Response Method in the Tangrah Watershed, Iran								CIVIL ENGINEERING JOURNAL-TEHRAN				3	12			1327	1338		10.28991/cej-030961			DEC 2017	2017										0							WOS:000424521400013		
J	Medolinska, Katarzyna; Golebiowska, Izabela; Karsznia, Izabela								Local GIS: development and assessment of the geoportal for local governments and local communities. Case study of a small town in Poland								MISCELLANEA GEOGRAPHICA				21	4			160	167		10.1515/mgrsd-2017-0031			DEC 2017	2017										0							WOS:000424526100003		
J	Emaleku, Sunday Adeola								Comparative Glycemic Index and Glycemic Load of Local Pounded Yam and Instant Pounded Yam Flours Consumed with Telfairia Occidentalis (Ugwu) Soup in Test Human Subjects								JOURNAL OF DIABETES & METABOLISM				8	12					1000777	10.4172/2155-6156.1000777			DEC 2017	2017										0							WOS:000424097800001		
J	Moura, Valdir; de Souza Muler, Ranieli dos Anjos; Jacon, Aline Daniele								Mapping of partican plants [Schizolobium parahyba var.amazonicum (HUBER ex. DUCKE) BARNEBY] in the municipality of Ouro Preto do Oeste, RO								NATIVA				5				594	600					DEC 2017	2017										0							WOS:000424083800020		
J	Moradi-Asl, Eslam; Hanafi-Bojd, Ahmad Ali; Rassi, Yavar; Vatandoost, Hassan; Mohebali, Mehdi; Yaghoobi-Ershadi, Mohammad Reza; Habibzadeh, Shahram; Hazrati, Sadegh; Rafizadeh, Sayena								Situational Analysis of Visceral Leishmaniasis in the Most Important Endemic Area of the Disease in Iran								JOURNAL OF ARTHROPOD-BORNE DISEASES				11	4			482	496					DEC 2017	2017										0							WOS:000424077900005		
J	Fajardo, Stephanie								Authorizing Illicit Intimacies Filipina-GI Interracial Relations in the Postwar Philippines								PHILIPPINE STUDIES-HISTORICAL AND ETHNOGRAPHIC VIEWPOINTS				65	4			485	513		10.1353/phs.2017.0033			DEC 2017	2017										0							WOS:000423941800004		
J	Fashae, Olutoyin; Olusola, Adeyemi; Adedeji, Oluwatola								Geospatial analysis of changes in vegetation cover over Nigeria								BULLETIN OF GEOGRAPHY-PHYSICAL GEOGRAPHY SERIES				13	1			17	27		10.1515/bgeo-2017-0010			DEC 2017	2017										0							WOS:000423908300002		
J	Ali, Sajid; Lee, Sang-Moon; Jang, Choon-Man								Determination of the Most Optimal On-Shore Wind Farm Site Location Using a GIS-MCDM Methodology: Evaluating the Case of South Korea								ENERGIES				10	12					2072	10.3390/en10122072			DEC 2017	2017										0							WOS:000423156900143		
J	Jeong, Jin Su; Ramirez-Gomez, Alvaro								A Multicriteria GIS-Based Assessment to Optimize Biomass Facility Sites with Parallel Environment-A Case Study in Spain								ENERGIES				10	12					2095	10.3390/en10122095			DEC 2017	2017										0							WOS:000423156900166		
J	Hajinezhad, Ahmad; Rahebi, Saeed; Abedi, Sepide								Biodiesel Production Potential from Native Tehran Oil Crops Using GIS								ENGINEERING TECHNOLOGY & APPLIED SCIENCE RESEARCH				7	6			2303	2307					DEC 2017	2017										0							WOS:000423944300036		
J	Windapo, Abimbola; Moghayedi, Alireza								Building material price differentiation across geographic locations in South Africa								PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MANAGEMENT PROCUREMENT AND LAW				170	6			243	254	1700041	10.1680/jmapl.17.00041			DEC 2017	2017										0							WOS:000423849200003		
J	Muenchow, Jannes; Schratz, Patrick; Brenning, Alexander								RQGIS: Integrating R with QGIS for Statistical Geocomputing								R JOURNAL				9	2			409	428					DEC 2017	2017										0							WOS:000423751200028		
J	Nouri, Jafar; Arjmandi, Reza; Aleshekh, Ali Asghar; Tari, Zahra Samadi								APPLYING IO AND AHP TO LOCATE COASTAL TOURISM SITES USING GIS: A CASE STUDY OF MAZANDARAN PROVINCE, IRAN								ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL				16	12			2707	2718					DEC 2017	2017										0							WOS:000423792300006		
J	Jaafari, Shirkou; Shabani, Afshin Alizadeh; Danehkar, Afshin; Nazarisamani, Aliakbar; Plexida, Sofia								APPLICATION OF LANDSCAPE METRICS FOR ASSESSMENT OF LAND USE/LAND COVER (LULC) CHANGES IN VARJIN PROTECTED AREA, IRAN								ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL				16	12			2813	2821					DEC 2017	2017										0							WOS:000423792300015		
J	Suh, Jangwon; Kim, Sung-Min; Yi, Huiuk; Choi, Yosoon								An Overview of GIS-Based Modeling and Assessment of Mining-Induced Hazards: Soil, Water, and Forest								INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH				14	12					1463	10.3390/ijerph14121463			DEC 2017	2017										0							WOS:000423699400027		
J	Das, Sumit; Gupta, Amitesh; Ghosh, Sasanka								Exploring groundwater potential zones using MIF technique in semi-arid region: a case study of Hingoli district, Maharashtra								SPATIAL INFORMATION RESEARCH				25	6			749	756		10.1007/s41324-017-0144-0			DEC 2017	2017										2							WOS:000423843900002		
J	Guru, Balamurugan; Veerappan, Ramesh; Sangma, Francis; Bera, Somnath								Comparison of probabilistic and expert-based models in landslide susceptibility zonation mapping in part of Nilgiri District, Tamil Nadu, India								SPATIAL INFORMATION RESEARCH				25	6			757	768		10.1007/s41324-017-0143-1			DEC 2017	2017										0							WOS:000423843900003		
J	Sekac, Tingneyuc; Jana, Sujoy Kumar; Pal, Dilip Kumar								Identifying potential sites for hydropower plant development in Busu catchment: Papua New Guinea								SPATIAL INFORMATION RESEARCH				25	6			791	800		10.1007/s41324-017-0145-z			DEC 2017	2017										0							WOS:000423843900006		
J	Ziaul, Sk.; Pal, Swades								Estimating wetland insecurity index for Chatra wetland adjacent English Bazar Municipality of West Bengal								SPATIAL INFORMATION RESEARCH				25	6			813	823		10.1007/s41324-017-0147-x			DEC 2017	2017										0							WOS:000423843900008		
J	Pritee, Kumari; Garg, R. D.								Cloud based spatial visualization with statistical approach for road accidents								SPATIAL INFORMATION RESEARCH				25	6			825	835		10.1007/s41324-017-0148-9			DEC 2017	2017										0							WOS:000423843900009		
J	Al-Nasrawi, Ali K. M.; Hopley, Carl A.; Hamylton, Sarah M.; Jones, Brian G.								A Spatio-Temporal Assessment of Landcover and Coastal Changes at Wandandian Delta System, Southeastern Australia								JOURNAL OF MARINE SCIENCE AND ENGINEERING				5	4					55	10.3390/jmse5040055			DEC 2017	2017										0							WOS:000423694200011		
J	Hamilton, Scott								Drone Mapping and Photogrammetry at Brandon House 4								HISTORICAL ARCHAEOLOGY				51	4			563	575		10.1007/s41636-017-0069-4			DEC 2017	2017										0							WOS:000423614800008		
J	Lara, Felipe; Gutierrez, Gilberto; Antonieta Soto, Maria; Corral, Antonio								Queries about the largest empty rectangle in large 2-dimensional datasets stored in secondary memory								INGENIERIA E INVESTIGACION				37	3			133	140		10.15446/ing.investig.v37n3.60339			DEC 2017	2017										0							WOS:000423566700016		
J	Caselli, Michele; Lo Cascio, Natalina; Rabitti, Stefano; Eusebi, Leonardo H.; Zeni, Elena; Soavi, Cecilia; Cassol, Francesca; Zuliani, Giovanni; Zagari, Rocco M.								Pattern of food intolerance in patients with gastro-esophageal reflux symptoms								MINERVA MEDICA				108	6			496	501		10.23736/S0026-4806.17.05379-4			DEC 2017	2017										0							WOS:000423226200003		
J	Kashiyama, Takehiro; Pang, Yanbo; Sekimoto, Yoshihide								Open PFLOW: Creation and evaluation of an open dataset for typical people mass movement in urban areas								TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES				85				249	267		10.1016/j.trc.2017.09.016			DEC 2017	2017										0							WOS:000423006600013		
J	Tecer, Lokman Hakan; Tagil, Sermin; Ulukaya, Osman; Ficici, Merve								SPATIAL DISTRIBUTION OF BTEX AND INORGANIC POLLUTANTS DURING SUMMER SEASON IN YALOVA, TURKEY								ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S				24	4			565	581		10.1515/eces-2017-0037			DEC 2017	2017										0							WOS:000423091700005		
J	Latos, Dorota; Kolanowski, Bogdan; Pachelski, Wojciech; Soloducha, Ryszard								REAL TIME SEARCH ALGORITHM FOR OBSERVATION OUTLIERS DURING MONITORING ENGINEERING CONSTRUCTIONS								REPORTS ON GEODESY AND GEOINFORMATICS				104	1			103	114		10.1515/rgg-2017-0019			DEC 2017	2017										0							WOS:000423159200009		
J	Duraciova, Renata; Rasova, Alexandra; Lieskovsky, Tibor								FUZZY SIMILARITY AND FUZZY INCLUSION MEASURES IN POLYLINE MATCHING: A CASE STUDY OF POTENTIAL STREAMS IDENTIFICATION FOR ARCHAEOLOGICAL MODELLING IN GIS								REPORTS ON GEODESY AND GEOINFORMATICS				104	1			115	130		10.1515/rgg-2017-0020			DEC 2017	2017										0							WOS:000423159200010		
J	Nnene, O. A.; Zuidgeest, M. H. P.; Beukes, E. A.								Application of metaheuristic algorithms to the improvement of the MyCiTi BRT network in Cape Town								JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING				59	4			56	63		10.17159/2309-8775/2017/v59n4a6			DEC 2017	2017										0							WOS:000423031500006		
J	Murphy, Maureen; Koohsari, Mohammad Javad; Badland, Hannah; Giles-Corti, Billie								Supermarket access, transport mode and BMI: the potential for urban design and planning policy across socio-economic areas								PUBLIC HEALTH NUTRITION				20	18			3304	3315		10.1017/S1368980017002336			DEC 2017	2017										0							WOS:000423197700012		
J	Lamb, David								An Automated Displaced Proportional Circle Map Using Delaunay Triangulation and an Algorithm for Node Overlap Removal								CARTOGRAPHICA				52	4			364	370		10.3138/cart.52.4.2016-0007			WIN 2017	2017										0							WOS:000419837400006		
J	Wells, Robert L.								A Generalized Intervallic Approach to Metric Conflict in Liszt								MUSIC THEORY ONLINE				23	4					23.4.9				DEC 2017	2017										0							WOS:000419607600009		
